,Year,Category,Prize,Motivation,Prize_Share,Laureate_ID,Laureate_Type,Full_Name,Birth_Date,Birth_City,Birth_Country,Sex,Organization_Name,Organization_City,Organization_Country,Death_Date,Death_City,Death_Country
271,1951,Peace,The_Nobel_Peace_Prize_1951,,1-Jan,512,Individual,Léon_Jouhaux,1879-07-01,Paris,France,Male,,,,4/28/1954,Paris,France
272,1951,Physics,The_Nobel_Prize_in_Physics_1951,"""for_their_pioneer_work_on_the_transmutation_of_atomic_nuclei_by_artificially_accelerated_atomic_particles""",2-Jan,56,Individual,Sir_John_Douglas_Cockcroft,1897-05-27,Todmorden,United_Kingdom,Male,Atomic_Energy_Research_Establishment,"Harwell,_Berkshire",United_Kingdom,9/18/1967,Cambridge,United_Kingdom
273,1951,Physics,The_Nobel_Prize_in_Physics_1951,"""for_their_pioneer_work_on_the_transmutation_of_atomic_nuclei_by_artificially_accelerated_atomic_particles""",2-Jan,57,Individual,Ernest_Thomas_Sinton_Walton,10/6/1903,Dungarvan,Ireland,Male,Trinity_College,Dublin,Ireland,6/25/1995,Belfast,Northern_Ireland
274,1952,Chemistry,The_Nobel_Prize_in_Chemistry_1952,"""for_their_invention_of_partition_chromatography""",2-Jan,214,Individual,Archer_John_Porter_Martin,3/1/1910,London,United_Kingdom,Male,National_Institute_for_Medical_Research,London,United_Kingdom,7/28/2002,Llangarron,United_Kingdom
275,1952,Chemistry,The_Nobel_Prize_in_Chemistry_1952,"""for_their_invention_of_partition_chromatography""",2-Jan,215,Individual,Richard_Laurence_Millington_Synge,10/28/1914,Liverpool,United_Kingdom,Male,Rowett_Research_Institute,Bucksburn_(Scotland),United_Kingdom,8/18/1994,Norwich,United_Kingdom
276,1952,Literature,The_Nobel_Prize_in_Literature_1952,"""for_the_deep_spiritual_insight_and_the_artistic_intensity_with_which_he_has_in_his_novels_penetrated_the_drama_of_human_life""",1-Jan,623,Individual,François_Mauriac,1885-10-11,Bordeaux,France,Male,,,,9/1/1970,Paris,France
277,1952,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1952,"""for_his_discovery_of_streptomycin,_the_first_antibiotic_effective_against_tuberculosis""",1-Jan,353,Individual,Selman_Abraham_Waksman,1888-07-22,Priluka_(Nova_Pryluka),Russian_Empire_(Ukraine),Male,Rutgers_University,"New_Brunswick,_NJ",United_States_of_America,8/16/1973,"Hyannis,_MA",United_States_of_America
278,1952,Peace,The_Nobel_Peace_Prize_1952,,1-Jan,513,Individual,Albert_Schweitzer,1875-01-14,Kaysersberg,Germany_(France),Male,,,,9/4/1965,Lambaréné,Gabon
279,1952,Physics,The_Nobel_Prize_in_Physics_1952,"""for_their_development_of_new_methods_for_nuclear_magnetic_precision_measurements_and_discoveries_in_connection_therewith""",2-Jan,58,Individual,Felix_Bloch,10/23/1905,Zurich,Switzerland,Male,Stanford_University,"Stanford,_CA",United_States_of_America,9/10/1983,Zurich,Switzerland
280,1952,Physics,The_Nobel_Prize_in_Physics_1952,"""for_their_development_of_new_methods_for_nuclear_magnetic_precision_measurements_and_discoveries_in_connection_therewith""",2-Jan,59,Individual,Edward_Mills_Purcell,8/30/1912,"Taylorville,_IL",United_States_of_America,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,3/7/1997,"Cambridge,_MA",United_States_of_America
281,1953,Chemistry,The_Nobel_Prize_in_Chemistry_1953,"""for_his_discoveries_in_the_field_of_macromolecular_chemistry""",1-Jan,216,Individual,Hermann_Staudinger,1881-03-23,Worms,Germany,Male,University_of_Freiburg,Breisgau,Federal_Republic_of_Germany,9/8/1965,Freiburg_im_Breisgau,West_Germany_(Germany)
282,1953,Chemistry,The_Nobel_Prize_in_Chemistry_1953,"""for_his_discoveries_in_the_field_of_macromolecular_chemistry""",1-Jan,216,Individual,Hermann_Staudinger,1881-03-23,Worms,Germany,Male,"Staatliches_Institut_für_makromolekulare_Chemie_(State_Research_Institute_for_Macromolecular_Chemistry),_Freiburg",Breisgau,Federal_Republic_of_Germany,9/8/1965,Freiburg_im_Breisgau,West_Germany_(Germany)
283,1953,Literature,The_Nobel_Prize_in_Literature_1953,"""for_his_mastery_of_historical_and_biographical_description_as_well_as_for_brilliant_oratory_in_defending_exalted_human_values""",1-Jan,624,Individual,Sir_Winston_Leonard_Spencer_Churchill,1874-11-30,Woodstock,United_Kingdom,Male,,,,1/24/1965,London,United_Kingdom
284,1953,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1953,"""for_his_discovery_of_the_citric_acid_cycle""",2-Jan,354,Individual,Hans_Adolf_Krebs,8/25/1900,Hildesheim,Germany,Male,Sheffield_University,Sheffield,United_Kingdom,11/22/1981,Oxford,United_Kingdom
285,1953,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1953,"""for_his_discovery_of_co-enzyme_A_and_its_importance_for_intermediary_metabolism""",2-Jan,355,Individual,Fritz_Albert_Lipmann,1899-06-12,Koenigsberg_(Kaliningrad),Germany_(Russia),Male,Harvard_Medical_School,"Boston,_MA",United_States_of_America,7/24/1986,"Poughkeepsie,_NY",United_States_of_America
286,1953,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1953,"""for_his_discovery_of_co-enzyme_A_and_its_importance_for_intermediary_metabolism""",2-Jan,355,Individual,Fritz_Albert_Lipmann,1899-06-12,Koenigsberg_(Kaliningrad),Germany_(Russia),Male,Massachusetts_General_Hospital,"Boston,_MA",United_States_of_America,7/24/1986,"Poughkeepsie,_NY",United_States_of_America
287,1953,Peace,The_Nobel_Peace_Prize_1953,,1-Jan,514,Individual,George_Catlett_Marshall,1880-12-31,"Uniontown,_PA",United_States_of_America,Male,,,,10/16/1959,"Washington,_DC",United_States_of_America
288,1953,Physics,The_Nobel_Prize_in_Physics_1953,"""for_his_demonstration_of_the_phase_contrast_method,_especially_for_his_invention_of_the_phase_contrast_microscope""",1-Jan,60,Individual,Frits_Zernike,1888-07-16,Amsterdam,Netherlands,Male,Groningen_University,Groningen,Netherlands,3/10/1966,Groningen,Netherlands
289,1954,Chemistry,The_Nobel_Prize_in_Chemistry_1954,"""for_his_research_into_the_nature_of_the_chemical_bond_and_its_application_to_the_elucidation_of_the_structure_of_complex_substances""",1-Jan,217,Individual,Linus_Carl_Pauling,2/28/1901,"Portland,_OR",United_States_of_America,Male,California_Institute_of_Technology_(Caltech),"Pasadena,_CA",United_States_of_America,8/19/1994,"Big_Sur,_CA",United_States_of_America
290,1954,Literature,The_Nobel_Prize_in_Literature_1954,"""for_his_mastery_of_the_art_of_narrative,_most_recently_demonstrated_in_<I>The_Old_Man_and_the_Sea,</I>_and_for_the_influence_that_he_has_exerted_on_contemporary_style""",1-Jan,625,Individual,Ernest_Miller_Hemingway,1899-07-21,"Oak_Park,_IL",United_States_of_America,Male,,,,7/2/1961,"Ketchum,_ID",United_States_of_America
291,1954,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1954,"""for_their_discovery_of_the_ability_of_poliomyelitis_viruses_to_grow_in_cultures_of_various_types_of_tissue""",3-Jan,356,Individual,John_Franklin_Enders,1897-02-10,"West_Hartford,_CT",United_States_of_America,Male,Harvard_Medical_School,"Boston,_MA",United_States_of_America,9/8/1985,"Waterford,_CT",United_States_of_America
292,1954,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1954,"""for_their_discovery_of_the_ability_of_poliomyelitis_viruses_to_grow_in_cultures_of_various_types_of_tissue""",3-Jan,356,Individual,John_Franklin_Enders,1897-02-10,"West_Hartford,_CT",United_States_of_America,Male,"Research_Division_of_Infectious_Diseases,_Children's_Medical_Center","Boston,_MA",United_States_of_America,9/8/1985,"Waterford,_CT",United_States_of_America
293,1954,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1954,"""for_their_discovery_of_the_ability_of_poliomyelitis_viruses_to_grow_in_cultures_of_various_types_of_tissue""",3-Jan,357,Individual,Thomas_Huckle_Weller,6/15/1915,"Ann_Arbor,_MI",United_States_of_America,Male,"Research_Division_of_Infectious_Diseases,_Children's_Medical_Center","Boston,_MA",United_States_of_America,8/23/2008,"Needham,_MA",United_States_of_America
294,1954,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1954,"""for_their_discovery_of_the_ability_of_poliomyelitis_viruses_to_grow_in_cultures_of_various_types_of_tissue""",3-Jan,358,Individual,Frederick_Chapman_Robbins,8/25/1916,"Auburn,_AL",United_States_of_America,Male,Western_Reserve_University,"Cleveland,_OH",United_States_of_America,8/4/2003,"Cleveland,_OH",United_States_of_America
295,1954,Peace,The_Nobel_Peace_Prize_1954,,1-Jan,515,Organization,Office_of_the_United_Nations_High_Commissioner_for_Refugees_(UNHCR),,,,,,,,,,
296,1954,Physics,The_Nobel_Prize_in_Physics_1954,"""for_his_fundamental_research_in_quantum_mechanics,_especially_for_his_statistical_interpretation_of_the_wavefunction""",2-Jan,61,Individual,Max_Born,1882-12-11,Breslau_(Wroclaw),Germany_(Poland),Male,Edinburgh_University,Edinburgh,United_Kingdom,1/5/1970,Göttingen,West_Germany_(Germany)
297,1954,Physics,The_Nobel_Prize_in_Physics_1954,"""for_the_coincidence_method_and_his_discoveries_made_therewith""",2-Jan,62,Individual,Walther_Bothe,1891-01-08,Oranienburg,Germany,Male,University_of_Heidelberg,Heidelberg,Federal_Republic_of_Germany,2/8/1957,Heidelberg,West_Germany_(Germany)
298,1954,Physics,The_Nobel_Prize_in_Physics_1954,"""for_the_coincidence_method_and_his_discoveries_made_therewith""",2-Jan,62,Individual,Walther_Bothe,1891-01-08,Oranienburg,Germany,Male,Max-Planck-Institut_für_medizinische_Forschung,Heidelberg,Federal_Republic_of_Germany,2/8/1957,Heidelberg,West_Germany_(Germany)
299,1955,Chemistry,The_Nobel_Prize_in_Chemistry_1955,"""for_his_work_on_biochemically_important_sulphur_compounds,_especially_for_the_first_synthesis_of_a_polypeptide_hormone""",1-Jan,218,Individual,Vincent_du_Vigneaud,5/18/1901,"Chicago,_IL",United_States_of_America,Male,Cornell_University,"Ithaca,_NY",United_States_of_America,12/11/1978,"White_Plains,_NY",United_States_of_America
300,1955,Literature,The_Nobel_Prize_in_Literature_1955,"""for_his_vivid_epic_power_which_has_renewed_the_great_narrative_art_of_Iceland""",1-Jan,626,Individual,Halldór_Kiljan_Laxness,4/23/1902,Reykjavik,Iceland,Male,,,,2/8/1998,Reykjavik,Iceland
301,1955,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1955,"""for_his_discoveries_concerning_the_nature_and_mode_of_action_of_oxidation_enzymes""",1-Jan,359,Individual,Axel_Hugo_Theodor_Theorell,7/6/1903,Linköping,Sweden,Male,"Karolinska_Institutet,_Nobel_Medical_Institute",Stockholm,Sweden,8/15/1982,Stockholm,Sweden
302,1955,Physics,The_Nobel_Prize_in_Physics_1955,"""for_his_discoveries_concerning_the_fine_structure_of_the_hydrogen_spectrum""",2-Jan,63,Individual,Willis_Eugene_Lamb,7/12/1913,"Los_Angeles,_CA",United_States_of_America,Male,Stanford_University,"Stanford,_CA",United_States_of_America,5/15/2008,"Tucson,_AZ",United_States_of_America
303,1955,Physics,The_Nobel_Prize_in_Physics_1955,"""for_his_precision_determination_of_the_magnetic_moment_of_the_electron""",2-Jan,64,Individual,Polykarp_Kusch,1/26/1911,Blankenburg,Germany,Male,Columbia_University,"New_York,_NY",United_States_of_America,3/20/1993,"Dallas,_TX",United_States_of_America
304,1956,Chemistry,The_Nobel_Prize_in_Chemistry_1956,"""for_their_researches_into_the_mechanism_of_chemical_reactions""",2-Jan,219,Individual,Sir_Cyril_Norman_Hinshelwood,1897-05-19,London,United_Kingdom,Male,University_of_Oxford,Oxford,United_Kingdom,10/9/1967,London,United_Kingdom
305,1956,Chemistry,The_Nobel_Prize_in_Chemistry_1956,"""for_their_researches_into_the_mechanism_of_chemical_reactions""",2-Jan,220,Individual,Nikolay_Nikolaevich_Semenov,1896-04-03,Saratov,Russia,Male,Institute_for_Chemical_Physics_of_the_Academy_of_Sciences_of_the_USSR,Moscow,Union_of_Soviet_Socialist_Republics,9/25/1986,Moscow,Union_of_Soviet_Socialist_Republics
306,1956,Literature,The_Nobel_Prize_in_Literature_1956,"""for_his_lyrical_poetry,_which_in_Spanish_language_constitutes_an_example_of_high_spirit_and_artistical_purity""",1-Jan,627,Individual,Juan_Ramón_Jiménez,1881-12-24,Moguer,Spain,Male,,,,5/29/1958,San_Juan,Puerto_Rico
307,1956,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1956,"""for_their_discoveries_concerning_heart_catheterization_and_pathological_changes_in_the_circulatory_system""",3-Jan,360,Individual,André_Frédéric_Cournand,1895-09-24,Paris,France,Male,"Columbia_University_Division,_Cardio-Pulmonary_Laboratory,_Bellevue_Hospital","New_York,_NY",United_States_of_America,2/19/1988,"Great_Barrington,_MA",United_States_of_America
308,1956,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1956,"""for_their_discoveries_concerning_heart_catheterization_and_pathological_changes_in_the_circulatory_system""",3-Jan,361,Individual,Werner_Forssmann,8/29/1904,Berlin,Germany,Male,Mainz_University,Mainz,Federal_Republic_of_Germany,6/1/1979,Schopfheim,West_Germany_(Germany)
309,1956,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1956,"""for_their_discoveries_concerning_heart_catheterization_and_pathological_changes_in_the_circulatory_system""",3-Jan,361,Individual,Werner_Forssmann,8/29/1904,Berlin,Germany,Male,,Bad_Kreuznach,Federal_Republic_of_Germany,6/1/1979,Schopfheim,West_Germany_(Germany)
310,1956,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1956,"""for_their_discoveries_concerning_heart_catheterization_and_pathological_changes_in_the_circulatory_system""",3-Jan,362,Individual,Dickinson_W._Richards,1895-10-30,"Orange,_NJ",United_States_of_America,Male,Columbia_University,"New_York,_NY",United_States_of_America,2/23/1973,"Lakeville,_CT",United_States_of_America
311,1956,Physics,The_Nobel_Prize_in_Physics_1956,"""for_their_researches_on_semiconductors_and_their_discovery_of_the_transistor_effect""",3-Jan,65,Individual,William_Bradford_Shockley,2/13/1910,London,United_Kingdom,Male,"Semiconductor_Laboratory_of_Beckman_Instruments,_Inc.","Mountain_View,_CA",United_States_of_America,8/12/1989,"Palo_Alto,_CA",United_States_of_America
312,1956,Physics,The_Nobel_Prize_in_Physics_1956,"""for_their_researches_on_semiconductors_and_their_discovery_of_the_transistor_effect""",3-Jan,66,Individual,John_Bardeen,5/23/1908,"Madison,_WI",United_States_of_America,Male,University_of_Illinois,"Urbana,_IL",United_States_of_America,1/30/1991,"Boston,_MA",United_States_of_America
313,1956,Physics,The_Nobel_Prize_in_Physics_1956,"""for_their_researches_on_semiconductors_and_their_discovery_of_the_transistor_effect""",3-Jan,67,Individual,Walter_Houser_Brattain,2/10/1902,Amoy,China,Male,Bell_Telephone_Laboratories,"Murray_Hill,_NJ",United_States_of_America,10/13/1987,"Seattle,_WA",United_States_of_America
314,1957,Chemistry,The_Nobel_Prize_in_Chemistry_1957,"""for_his_work_on_nucleotides_and_nucleotide_co-enzymes""",1-Jan,221,Individual,Lord_(Alexander_R.)_Todd,10/2/1907,Glasgow,Scotland,Male,University_of_Cambridge,Cambridge,United_Kingdom,1/10/1997,Cambridge,United_Kingdom
315,1957,Literature,The_Nobel_Prize_in_Literature_1957,"""for_his_important_literary_production,_which_with_clear-sighted_earnestness_illuminates_the_problems_of_the_human_conscience_in_our_times""",1-Jan,628,Individual,Albert_Camus,11/7/1913,Mondovi,French_Algeria_(Algeria),Male,,,,1/4/1960,Sens,France
316,1957,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1957,"""for_his_discoveries_relating_to_synthetic_compounds_that_inhibit_the_action_of_certain_body_substances,_and_especially_their_action_on_the_vascular_system_and_the_skeletal_muscles""",1-Jan,363,Individual,Daniel_Bovet,3/23/1907,Neuchâtel,Switzerland,Male,Istituto_Superiore_di_Sanità_(Chief_Institute_of_Public_Health),Rome,Italy,4/8/1992,Rome,Italy
317,1957,Peace,The_Nobel_Peace_Prize_1957,,1-Jan,516,Individual,Lester_Bowles_Pearson,1897-04-23,Toronto,Canada,Male,,,,12/27/1972,Ottawa,Canada
318,1957,Physics,The_Nobel_Prize_in_Physics_1957,"""for_their_penetrating_investigation_of_the_so-called_parity_laws_which_has_led_to_important_discoveries_regarding_the_elementary_particles""",2-Jan,68,Individual,Chen_Ning_Yang,9/22/1922,"Hofei,_Anhwei",China,Male,Institute_for_Advanced_Study,"Princeton,_NJ",United_States_of_America,,,
319,1957,Physics,The_Nobel_Prize_in_Physics_1957,"""for_their_penetrating_investigation_of_the_so-called_parity_laws_which_has_led_to_important_discoveries_regarding_the_elementary_particles""",2-Jan,69,Individual,Tsung-Dao_(T.D.)_Lee,11/24/1926,Shanghai,China,Male,Columbia_University,"New_York,_NY",United_States_of_America,,,
320,1958,Chemistry,The_Nobel_Prize_in_Chemistry_1958,"""for_his_work_on_the_structure_of_proteins,_especially_that_of_insulin""",1-Jan,222,Individual,Frederick_Sanger,8/13/1918,Rendcombe,United_Kingdom,Male,University_of_Cambridge,Cambridge,United_Kingdom,11/19/2013,Cambridge,United_Kingdom
321,1958,Literature,The_Nobel_Prize_in_Literature_1958,"""for_his_important_achievement_both_in_contemporary_lyrical_poetry_and_in_the_field_of_the_great_Russian_epic_tradition""",1-Jan,629,Individual,Boris_Leonidovich_Pasternak,1890-02-10,Moscow,Russia,Male,,,,5/30/1960,Peredelkino,Russia
322,1958,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1958,"""for_their_discovery_that_genes_act_by_regulating_definite_chemical_events""",4-Jan,364,Individual,George_Wells_Beadle,10/22/1903,"Wahoo,_NE",United_States_of_America,Male,California_Institute_of_Technology_(Caltech),"Pasadena,_CA",United_States_of_America,6/9/1989,"Pomona,_CA",United_States_of_America
323,1958,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1958,"""for_their_discovery_that_genes_act_by_regulating_definite_chemical_events""",4-Jan,365,Individual,Edward_Lawrie_Tatum,12/14/1909,"Boulder,_CO",United_States_of_America,Male,Rockefeller_Institute_for_Medical_Research,"New_York,_NY",United_States_of_America,11/5/1975,"New_York,_NY",United_States_of_America
324,1958,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1958,"""for_his_discoveries_concerning_genetic_recombination_and_the_organization_of_the_genetic_material_of_bacteria""",2-Jan,366,Individual,Joshua_Lederberg,5/23/1925,"Montclair,_NJ",United_States_of_America,Male,University_of_Wisconsin,"Madison,_WI",United_States_of_America,2/2/2008,"New_York,_NY",United_States_of_America
325,1958,Peace,The_Nobel_Peace_Prize_1958,,1-Jan,517,Individual,Georges_Pire,2/10/1910,Dinant,Belgium,Male,,,,1/30/1969,Leuven,Belgium
326,1958,Physics,The_Nobel_Prize_in_Physics_1958,"""for_the_discovery_and_the_interpretation_of_the_Cherenkov_effect""",3-Jan,70,Individual,Pavel_Alekseyevich_Cherenkov,7/28/1904,Novaya_Chigla,Russia,Male,P.N._Lebedev_Physical_Institute,Moscow,Union_of_Soviet_Socialist_Republics,1/6/1990,,Union_of_Soviet_Socialist_Republics
327,1958,Physics,The_Nobel_Prize_in_Physics_1958,"""for_the_discovery_and_the_interpretation_of_the_Cherenkov_effect""",3-Jan,71,Individual,Igor_Yevgenyevich_Tamm,1895-07-08,Vladivostok,Russia,Male,University_of_Moscow,Moscow,Union_of_Soviet_Socialist_Republics,4/12/1971,Moscow,Union_of_Soviet_Socialist_Republics_(Russia)
328,1958,Physics,The_Nobel_Prize_in_Physics_1958,"""for_the_discovery_and_the_interpretation_of_the_Cherenkov_effect""",3-Jan,71,Individual,Igor_Yevgenyevich_Tamm,1895-07-08,Vladivostok,Russia,Male,P.N._Lebedev_Physical_Institute,Moscow,Union_of_Soviet_Socialist_Republics,4/12/1971,Moscow,Union_of_Soviet_Socialist_Republics_(Russia)
329,1958,Physics,The_Nobel_Prize_in_Physics_1958,"""for_the_discovery_and_the_interpretation_of_the_Cherenkov_effect""",3-Jan,721,Individual,Il´ja_Mikhailovich_Frank,10/23/1908,Leningrad_(Saint_Petersburg),Russia,Male,University_of_Moscow,Moscow,Union_of_Soviet_Socialist_Republics,6/22/1990,Moscow,Union_of_Soviet_Socialist_Republics_(Russia)
330,1958,Physics,The_Nobel_Prize_in_Physics_1958,"""for_the_discovery_and_the_interpretation_of_the_Cherenkov_effect""",3-Jan,721,Individual,Il´ja_Mikhailovich_Frank,10/23/1908,Leningrad_(Saint_Petersburg),Russia,Male,P.N._Lebedev_Physical_Institute,Moscow,Union_of_Soviet_Socialist_Republics,6/22/1990,Moscow,Union_of_Soviet_Socialist_Republics_(Russia)
331,1959,Chemistry,The_Nobel_Prize_in_Chemistry_1959,"""for_his_discovery_and_development_of_the_polarographic_methods_of_analysis""",1-Jan,223,Individual,Jaroslav_Heyrovsky,1890-12-20,Prague,Austria-Hungary_(Czech_Republic),Male,Polarographic_Institute_of_the_Czechoslovak_Academy_of_Science,Prague,Czechoslovakia,3/27/1967,Prague,Czechoslovakia
332,1959,Literature,The_Nobel_Prize_in_Literature_1959,"""for_his_lyrical_poetry,_which_with_classical_fire_expresses_the_tragic_experience_of_life_in_our_own_times""",1-Jan,630,Individual,Salvatore_Quasimodo,8/20/1901,Modica,Italy,Male,,,,6/14/1968,Naples,Italy
333,1959,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1959,"""for_their_discovery_of_the_mechanisms_in_the_biological_synthesis_of_ribonucleic_acid_and_deoxyribonucleic_acid""",2-Jan,367,Individual,Severo_Ochoa,9/24/1905,Luarca,Spain,Male,"New_York_University,_College_of_Medicine","New_York,_NY",United_States_of_America,11/1/1993,Madrid,Spain
334,1959,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1959,"""for_their_discovery_of_the_mechanisms_in_the_biological_synthesis_of_ribonucleic_acid_and_deoxyribonucleic_acid""",2-Jan,368,Individual,Arthur_Kornberg,3/3/1918,"Brooklyn,_NY",United_States_of_America,Male,Stanford_University,"Stanford,_CA",United_States_of_America,10/26/2007,"Stanford,_CA",United_States_of_America
335,1959,Peace,The_Nobel_Peace_Prize_1959,,1-Jan,518,Individual,Philip_J._Noel-Baker,1889-11-01,London,United_Kingdom,Male,,,,10/8/1982,London,United_Kingdom
336,1959,Physics,The_Nobel_Prize_in_Physics_1959,"""for_their_discovery_of_the_antiproton""",2-Jan,72,Individual,Emilio_Gino_Segrè,2/1/1905,Tivoli,Italy,Male,University_of_California,"Berkeley,_CA",United_States_of_America,4/22/1989,"Lafayette,_CA",United_States_of_America
337,1959,Physics,The_Nobel_Prize_in_Physics_1959,"""for_their_discovery_of_the_antiproton""",2-Jan,73,Individual,Owen_Chamberlain,7/10/1920,"San_Francisco,_CA",United_States_of_America,Male,University_of_California,"Berkeley,_CA",United_States_of_America,2/28/2006,"Berkeley,_CA",United_States_of_America
338,1960,Chemistry,The_Nobel_Prize_in_Chemistry_1960,"""for_his_method_to_use_carbon-14_for_age_determination_in_archaeology,_geology,_geophysics,_and_other_branches_of_science""",1-Jan,224,Individual,Willard_Frank_Libby,12/17/1908,"Grand_Valley,_CO",United_States_of_America,Male,University_of_California,"Los_Angeles,_CA",United_States_of_America,9/8/1980,"Los_Angeles,_CA",United_States_of_America
339,1960,Literature,The_Nobel_Prize_in_Literature_1960,"""for_the_soaring_flight_and_the_evocative_imagery_of_his_poetry_which_in_a_visionary_fashion_reflects_the_conditions_of_our_time""",1-Jan,631,Individual,Saint-John_Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe_Island,Male,,,,9/20/1975,Presqu'île-de-Giens,France
340,1960,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1960,"""for_discovery_of_acquired_immunological_tolerance""",2-Jan,369,Individual,Sir_Frank_Macfarlane_Burnet,1899-09-03,Traralgon,Australia,Male,Walter_and_Eliza_Hall_Institute_for_Medical_Research,Melbourne,Australia,8/31/1985,Melbourne,Australia
341,1960,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1960,"""for_discovery_of_acquired_immunological_tolerance""",2-Jan,370,Individual,Peter_Brian_Medawar,2/28/1915,Rio_de_Janeiro,Brazil,Male,University_College,London,United_Kingdom,10/2/1987,London,United_Kingdom
342,1960,Peace,The_Nobel_Peace_Prize_1960,,1-Jan,519,Individual,Albert_John_Lutuli,1898-00-00,Bulawayo,Southern_Rhodesia_(Zimbabwe),Male,,,,7/21/1967,Stanger,South_Africa
343,1960,Physics,The_Nobel_Prize_in_Physics_1960,"""for_the_invention_of_the_bubble_chamber""",1-Jan,74,Individual,Donald_Arthur_Glaser,9/21/1926,"Cleveland,_OH",United_States_of_America,Male,University_of_California,"Berkeley,_CA",United_States_of_America,2/28/2013,"Berkeley,_CA",United_States_of_America
344,1961,Chemistry,The_Nobel_Prize_in_Chemistry_1961,"""for_his_research_on_the_carbon_dioxide_assimilation_in_plants""",1-Jan,225,Individual,Melvin_Calvin,4/8/1911,"St._Paul,_MN",United_States_of_America,Male,University_of_California,"Berkeley,_CA",United_States_of_America,1/8/1997,"Berkeley,_CA",United_States_of_America
345,1961,Literature,The_Nobel_Prize_in_Literature_1961,"""for_the_epic_force_with_which_he_has_traced_themes_and_depicted_human_destinies_drawn_from_the_history_of_his_country""",1-Jan,633,Individual,Ivo_Andric,1892-10-10,Dolac,Bosnia_(Bosnia_and_Herzegovina),Male,,,,3/13/1975,Belgrade,Yugoslavia_(Serbia)
346,1961,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1961,"""for_his_discoveries_of_the_physical_mechanism_of_stimulation_within_the_cochlea""",1-Jan,371,Individual,Georg_von_Békésy,1899-06-03,Budapest,Hungary,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,6/13/1972,"Honolulu,_HI",United_States_of_America
347,1961,Peace,The_Nobel_Peace_Prize_1961,,1-Jan,520,Individual,Dag_Hjalmar_Agne_Carl_Hammarskjöld,7/29/1905,Jönköping,Sweden,Male,,,,9/18/1961,Ndola,Northern_Rhodesia_(Zambia)
348,1961,Physics,The_Nobel_Prize_in_Physics_1961,"""for_his_pioneering_studies_of_electron_scattering_in_atomic_nuclei_and_for_his_thereby_achieved_discoveries_concerning_the_structure_of_the_nucleons""",2-Jan,75,Individual,Robert_Hofstadter,2/5/1915,"New_York,_NY",United_States_of_America,Male,Stanford_University,"Stanford,_CA",United_States_of_America,11/17/1990,"Stanford,_CA",United_States_of_America
349,1961,Physics,The_Nobel_Prize_in_Physics_1961,"""for_his_researches_concerning_the_resonance_absorption_of_gamma_radiation_and_his_discovery_in_this_connection_of_the_effect_which_bears_his_name""",2-Jan,76,Individual,Rudolf_Ludwig_Mössbauer,1/31/1929,Munich,Germany,Male,Technical_University,Munich,Federal_Republic_of_Germany,9/14/2011,,
350,1961,Physics,The_Nobel_Prize_in_Physics_1961,"""for_his_researches_concerning_the_resonance_absorption_of_gamma_radiation_and_his_discovery_in_this_connection_of_the_effect_which_bears_his_name""",2-Jan,76,Individual,Rudolf_Ludwig_Mössbauer,1/31/1929,Munich,Germany,Male,California_Institute_of_Technology_(Caltech),"Pasadena,_CA",United_States_of_America,9/14/2011,,
351,1962,Chemistry,The_Nobel_Prize_in_Chemistry_1962,"""for_their_studies_of_the_structures_of_globular_proteins""",2-Jan,226,Individual,Max_Ferdinand_Perutz,5/19/1914,Vienna,Austria,Male,MRC_Laboratory_of_Molecular_Biology,Cambridge,United_Kingdom,2/6/2002,Cambridge,United_Kingdom
352,1962,Chemistry,The_Nobel_Prize_in_Chemistry_1962,"""for_their_studies_of_the_structures_of_globular_proteins""",2-Jan,227,Individual,John_Cowdery_Kendrew,3/24/1917,Oxford,United_Kingdom,Male,MRC_Laboratory_of_Molecular_Biology,Cambridge,United_Kingdom,8/23/1997,Cambridge,United_Kingdom
